"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.968936570E-1,-5.828916073E0,7.231110096E0,-9.714859724E-1,9.338575951E0
7.992571470E-1,-5.180460930E0,7.424928665E0,-1.646261930E0,9.202006274E0
8.016205840E-1,-5.302495003E0,7.582854748E0,-2.220539331E0,9.515615288E0
8.039840220E-1,-5.446064472E0,7.661818027E0,-2.955136061E0,9.853725329E0
8.063475120E-1,-5.575276852E0,7.855636597E0,-3.785445452E0,1.035008867E1
8.087109490E-1,-5.733202934E0,8.200202942E0,-4.778466702E0,1.108813276E1
8.110743870E-1,-5.893522263E0,8.647661209E0,-6.005984783E0,1.206596462E1
8.134378760E-1,-5.898307800E0,9.097511292E0,-7.264609337E0,1.305102660E1
8.158013140E-1,-5.668596745E0,9.485149384E0,-8.535198212E0,1.396247315E1
8.181647510E-1,-5.367101192E0,9.841679573E0,-9.856036186E0,1.492668353E1
8.205282410E-1,-5.113461971E0,1.024128056E1,-1.121994495E1,1.602867697E1
8.228916780E-1,-4.986642361E0,1.067677498E1,-1.257428265E1,1.723289616E1
8.252551160E-1,-4.878965378E0,1.102612686E1,-1.398844147E1,1.846770888E1
8.276186050E-1,-4.797609329E0,1.120558834E1,-1.536670685E1,1.961422812E1
8.299820430E-1,-4.558327198E0,1.147119141E1,-1.640758514E1,2.053230210E1
8.323454800E-1,-4.431507587E0,1.177747345E1,-1.689572144E1,2.106685888E1
8.347089700E-1,-4.563112736E0,1.220339584E1,-1.674018669E1,2.121270182E1
8.370724070E-1,-4.742574692E0,1.243071365E1,-1.600080490E1,2.080962311E1
8.394358970E-1,-4.977071285E0,1.265563869E1,-1.473978710E1,2.005486856E1
8.417993340E-1,-5.154139996E0,1.285902882E1,-1.329930782E1,1.920394152E1
8.441627720E-1,-5.285745144E0,1.299541950E1,-1.169133186E1,1.826218143E1
8.465262090E-1,-5.441278458E0,1.300259781E1,-9.980463028E0,1.727092074E1
8.488896990E-1,-5.608776093E0,1.305524063E1,-8.226524353E0,1.641868996E1
8.512531370E-1,-5.793023586E0,1.310070419E1,-6.455835342E0,1.571195031E1
8.536166260E-1,-5.898307800E0,1.296431351E1,-4.733003139E0,1.500882335E1
8.559800640E-1,-5.869594097E0,1.281117249E1,-3.098705292E0,1.442845279E1
8.583435010E-1,-5.845665932E0,1.275135231E1,-1.385444283E0,1.409568203E1
8.607069910E-1,-5.836094379E0,1.265085316E1,2.512463629E-1,1.393438940E1
8.630704280E-1,-5.919843197E0,1.256710434E1,1.701296926E0,1.399539446E1
8.654338660E-1,-5.955735683E0,1.246421337E1,2.912065268E0,1.411763176E1
8.677973550E-1,-6.056233883E0,1.239482117E1,3.940979004E0,1.434715568E1
8.701607930E-1,-6.118447304E0,1.233260822E1,4.833501816E0,1.459079720E1
8.725242300E-1,-6.025127411E0,1.213400364E1,5.436492920E0,1.459765940E1
8.748877200E-1,-5.991627693E0,1.200000572E1,5.778666496E0,1.460454471E1
8.772511570E-1,-5.804987907E0,1.178704453E1,5.991627693E0,1.444063384E1
8.796145950E-1,-5.532206059E0,1.162193966E1,6.094519138E0,1.424141667E1
8.819780840E-1,-5.338387489E0,1.150469112E1,6.120840549E0,1.408264847E1
8.843415220E-1,-5.132604599E0,1.129651546E1,5.986842155E0,1.377668939E1
8.867049590E-1,-4.850251675E0,1.112183952E1,5.745167255E0,1.342487253E1
8.890684490E-1,-4.517649174E0,1.099262714E1,5.505885124E0,1.309815928E1
8.914318870E-1,-4.134797573E0,1.087777138E1,5.235496044E0,1.276059873E1
8.937953240E-1,-3.830909014E0,1.083230782E1,4.998606682E0,1.252999702E1
8.961588140E-1,-3.527020693E0,1.085145092E1,4.790431023E0,1.237505925E1
8.985222510E-1,-3.168097258E0,1.082752228E1,4.493721008E0,1.214354180E1
9.008856890E-1,-2.679961443E0,1.079162979E1,4.118047714E0,1.185747797E1
9.032491780E-1,-2.464607239E0,1.065045357E1,3.754338741E0,1.155861192E1
9.056126160E-1,-2.376072884E0,1.063848972E1,3.369094372E0,1.140938135E1
9.079760530E-1,-2.373680115E0,1.059781170E1,2.883351326E0,1.123662249E1
9.103395430E-1,-2.366501570E0,1.050927734E1,2.407179594E0,1.103810462E1
9.127029800E-1,-2.318645239E0,1.048534870E1,1.897508383E0,1.090500762E1
9.150664700E-1,-2.285145521E0,1.045902824E1,1.411765337E0,1.079843707E1
9.174299070E-1,-2.311466694E0,1.049731255E1,9.379864931E-1,1.078963705E1
9.197933450E-1,-2.404786825E0,1.051884842E1,5.048855543E-1,1.080204060E1
9.221568340E-1,-2.514856577E0,1.055952644E1,7.657032460E-2,1.085513544E1
9.245202720E-1,-2.600998163E0,1.063370419E1,-2.967100143E-1,1.095120509E1
9.268837090E-1,-2.598605394E0,1.072941685E1,-5.982056856E-1,1.105581231E1
9.292471990E-1,-2.565105915E0,1.083948612E1,-7.944171429E-1,1.116715391E1
9.316106370E-1,-2.565105915E0,1.093280697E1,-9.379864931E-1,1.126880008E1
9.339740740E-1,-2.581855536E0,1.101177025E1,-1.024128079E0,1.135666766E1
9.363375640E-1,-2.596212626E0,1.113380337E1,-1.048056364E0,1.148043203E1
9.387010010E-1,-2.629712105E0,1.127737331E1,-1.024128079E0,1.162511819E1
9.410644390E-1,-2.665604353E0,1.141854954E1,-9.810572863E-1,1.176652852E1
9.434279280E-1,-2.646461725E0,1.152622700E1,-9.475577474E-1,1.186404375E1
9.457913660E-1,-2.517249346E0,1.164347458E1,-9.068797827E-1,1.194694419E1
9.481548030E-1,-2.392822742E0,1.173440266E1,-8.638089895E-1,1.200699681E1
9.505182930E-1,-2.313859463E0,1.179422283E1,-8.015955687E-1,1.204575416E1
9.528817300E-1,-2.184647083E0,1.188514996E1,-7.345965505E-1,1.210657278E1
9.552451680E-1,-2.108076811E0,1.196650600E1,-6.867401004E-1,1.217016293E1
9.576086570E-1,-2.050648928E0,1.204307652E1,-7.393822074E-1,1.223877196E1
9.599720950E-1,-1.990828395E0,1.205743313E1,-8.159525394E-1,1.224789247E1
9.623355840E-1,-1.864008784E0,1.211246777E1,-8.949156404E-1,1.228768807E1
9.646990220E-1,-1.737189293E0,1.211246777E1,-9.044869542E-1,1.226979212E1
9.670624590E-1,-1.612762451E0,1.202632618E1,-9.068797827E-1,1.216782458E1
9.694258970E-1,-1.619940877E0,1.196172047E1,-9.427721500E-1,1.210767460E1
9.717893870E-1,-1.603191137E0,1.197607708E1,-8.973084688E-1,1.211617954E1
9.741528240E-1,-1.596012712E0,1.197846985E1,-7.369893789E-1,1.210678115E1
9.765163140E-1,-1.560120344E0,1.201914787E1,-5.431707501E-1,1.213214431E1
9.788797510E-1,-1.466800332E0,1.204786205E1,-3.134597540E-1,1.214087066E1
9.812431890E-1,-1.361516118E0,1.207179070E1,-1.722832322E-1,1.214954889E1
9.836066780E-1,-1.313659668E0,1.208375454E1,-8.374879509E-2,1.215523917E1
9.859701160E-1,-1.299302697E0,1.209093285E1,2.392822644E-3,1.216054482E1
9.883335530E-1,-1.225125194E0,1.210768223E1,1.052841991E-1,1.216996243E1
9.906970430E-1,-9.978070259E-1,1.203111267E1,7.657032460E-2,1.207266143E1
9.930604800E-1,-7.561319470E-1,1.190668583E1,-1.794617027E-1,1.193202034E1
9.954239180E-1,-6.412764788E-1,1.169611740E1,-5.934200287E-1,1.172870603E1
9.977874070E-1,-6.460621357E-1,1.147119141E1,-1.232303619E0,1.155526723E1
1.000150845E0,-8.374879360E-1,1.112423229E1,-1.887937069E0,1.131433765E1
1.002514282E0,-1.198804140E0,1.061216831E1,-2.612962246E0,1.099467232E1
1.004877772E0,-1.840080619E0,9.966106415E0,-3.644268990E0,1.076985934E1
1.007241209E0,-2.775674343E0,9.073583603E0,-4.802394867E0,1.063472068E1
1.009604647E0,-3.986442566E0,8.044670105E0,-6.101697922E0,1.085537466E1
1.011968137E0,-5.087141037E0,7.051648140E0,-7.345965385E0,1.138279196E1
1.014331574E0,-5.955735683E0,6.214160442E0,-8.504091263E0,1.209984073E1
1.016695012E0,-6.216553211E0,5.611168861E0,-9.236295700E0,1.246755421E1
1.019058501E0,-5.943771362E0,5.201996326E0,-1.004267693E1,1.277671881E1
1.021421939E0,-5.163711071E0,4.914857864E0,-1.084187984E1,1.297559626E1
1.023785428E0,-4.632504463E0,4.905286312E0,-1.004028416E1,1.209666224E1
1.026148866E0,-4.656432629E0,5.115854740E0,-8.228917122E0,1.075032146E1
1.028512303E0,-4.919643402E0,5.290530682E0,-6.156732559E0,9.491994622E0
1.030875793E0,-4.938786030E0,5.493920803E0,-3.969692707E0,8.386491127E0
1.033239230E0,-4.804787636E0,5.647061348E0,-1.459621787E0,7.556836762E0
1.035602668E0,-4.843072891E0,5.759523869E0,1.217946768E0,7.623048245E0
1.037966157E0,-5.237888813E0,5.874379635E0,3.316452265E0,8.540648157E0
1.040329595E0,-5.690132141E0,5.991627693E0,4.766502857E0,9.539221964E0
1.042693032E0,-6.147161484E0,5.998806477E0,5.778666496E0,1.035211379E1
1.045056522E0,-6.714260101E0,5.833701611E0,5.970092297E0,1.071239307E1
1.047419959E0,-7.097112179E0,5.580062389E0,5.563312531E0,1.060455298E1
1.049783397E0,-7.396214962E0,5.474778175E0,4.766502857E0,1.036323990E1
1.052146887E0,-7.613961697E0,5.599205017E0,3.816552162E0,1.019262380E1
1.054510324E0,-7.697710514E0,5.984449387E0,2.739781857E0,1.012792112E1
1.056873762E0,-7.795815945E0,6.613761902E0,1.765903115E0,1.037472923E1
1.059237251E0,-7.374679565E0,7.350750923E0,1.397408366E0,1.050581686E1
1.061600689E0,-6.625725746E0,7.728816986E0,1.584048629E0,1.030262412E1
1.063964126E0,-5.857629776E0,8.147561073E0,2.151147604E0,1.026265141E1
1.066327616E0,-5.173282623E0,8.707481384E0,3.275774240E0,1.064489465E1
1.068691053E0,-4.730610371E0,9.544969559E0,4.797609329E0,1.168341447E1
1.071054491E0,-4.673182487E0,1.075573826E1,5.130211830E0,1.280014115E1
1.073417980E0,-5.034498692E0,1.208375454E1,3.818944931E0,1.363626200E1
1.075781418E0,-5.249852657E0,1.327538013E1,2.543570518E0,1.450056625E1
1.078144907E0,-5.359922886E0,1.440239906E1,1.902294040E0,1.548472133E1
1.080508345E0,-5.264209747E0,1.533081436E1,1.500299811E0,1.627871840E1
1.082871782E0,-5.099104881E0,1.607019615E1,9.188438654E-1,1.688479639E1
1.085235272E0,-4.938786030E0,1.657508278E1,5.982056633E-2,1.729533333E1
1.087598709E0,-4.486542225E0,1.686940002E1,-6.460621357E-1,1.746777360E1
1.089962147E0,-3.785445452E0,1.687657738E1,-1.148554921E0,1.733400241E1
1.092325637E0,-2.809173822E0,1.660858154E1,-1.567298889E0,1.691723572E1
1.094689074E0,-1.773081541E0,1.618505287E1,-2.057827473E0,1.641141092E1
1.097052512E0,-7.178468108E-1,1.558923912E1,-2.388036966E0,1.578741274E1
1.099416001E0,4.474578202E-1,1.488335705E1,-2.450250387E0,1.509033673E1
1.101779439E0,1.607976794E0,1.406979752E1,-2.404786825E0,1.436411470E1
1.104142876E0,2.347358942E0,1.327298737E1,-2.550748825E0,1.371818527E1
1.106506366E0,2.737389088E0,1.249532032E1,-2.931207657E0,1.312319730E1
1.108869803E0,2.868994236E0,1.173918819E1,-3.347558975E0,1.253976947E1
1.111233241E0,2.739781857E0,1.096869946E1,-3.594019651E0,1.186320992E1
1.113596730E0,2.536391973E0,1.031785107E1,-3.577269793E0,1.121107462E1
1.115960168E0,2.266003132E0,9.829715729E0,-3.445664644E0,1.065976953E1
1.118323605E0,2.019542217E0,9.387042999E0,-3.251846075E0,1.013753569E1
1.120687095E0,1.957328916E0,9.037691116E0,-3.232703447E0,9.795987381E0
1.123050532E0,2.196611166E0,8.855836868E0,-2.883351326E0,9.568942581E0
1.125413970E0,2.510071039E0,8.791230202E0,-2.084148407E0,9.377092282E0
1.127777459E0,2.727817774E0,8.829515457E0,-1.258624673E0,9.326600082E0
1.130140897E0,2.840280533E0,8.848658562E0,-6.269195080E-1,9.314450060E0
1.132504334E0,2.782852650E0,8.700303078E0,-3.517449200E-1,9.141294602E0
1.134867824E0,2.811566591E0,8.597412109E0,1.196411345E-2,9.045470956E0
1.137231262E0,2.825923443E0,8.609375954E0,4.019941986E-1,9.070214824E0
1.139594699E0,2.785245657E0,8.575876236E0,4.426721931E-1,9.027691026E0
1.141958189E0,2.876172781E0,8.585447311E0,4.953143001E-1,9.067944180E0
1.144321626E0,2.914458036E0,8.654839516E0,6.484549642E-1,9.155370365E0
1.146685064E0,2.921636343E0,8.793622971E0,9.116654396E-1,9.311009491E0
1.149048553E0,2.916850805E0,8.918049812E0,1.150947690E0,9.453269892E0
1.151411991E0,3.041277647E0,9.037691116E0,1.509871125E0,9.654477783E0
1.153775480E0,3.294916868E0,9.140582085E0,2.026720762E0,9.925437777E0
1.156138918E0,3.436093330E0,9.195617676E0,2.249253273E0,1.007101098E1
1.158502355E0,3.565305710E0,9.233902931E0,2.215753794E0,1.014327033E1
1.160865845E0,3.756731510E0,9.265008926E0,2.076970100E0,1.021113250E1
1.163229282E0,4.098905087E0,9.305686951E0,2.033899307E0,1.036983987E1
1.165592720E0,4.579862595E0,9.265008926E0,2.120040894E0,1.055036043E1
1.167956209E0,5.032105923E0,9.245866776E0,2.196611166E0,1.075328987E1
1.170319647E0,5.450850010E0,9.267401695E0,2.105684042E0,1.095583887E1
1.172683084E0,5.709274769E0,9.317651749E0,1.844866276E0,1.108232756E1
1.175046574E0,5.812166214E0,9.422935486E0,1.634297848E0,1.119124295E1
1.177410012E0,5.898307800E0,9.628718376E0,1.399801254E0,1.137812357E1
1.179773449E0,6.240481377E0,9.734002113E0,9.714859724E-1,1.160336977E1
1.182136939E0,6.675975323E0,9.635896683E0,5.551348329E-1,1.173572861E1
1.184500376E0,6.594619274E0,9.647860527E0,2.656033039E-1,1.168934392E1
1.186863814E0,6.319444656E0,9.693324089E0,2.153540403E-2,1.157136018E1
1.189227303E0,6.276373863E0,9.722038269E0,-2.201396823E-1,1.157408132E1
1.191590741E0,6.319444656E0,9.638289452E0,-4.211367965E-1,1.153296842E1
1.193954178E0,6.498906136E0,9.485149384E0,-6.245267391E-1,1.151494131E1
1.196317668E0,6.503692150E0,9.351150513E0,-7.824530005E-1,1.141727902E1
1.198681105E0,6.273981094E0,9.269794464E0,-9.619147182E-1,1.123464321E1
1.201044543E0,6.195017815E0,9.092725754E0,-1.170090318E0,1.106458398E1
1.203408032E0,6.326622963E0,8.829515457E0,-1.339980721E0,1.094449860E1
1.205771470E0,6.398407936E0,8.599804878E0,-1.237089276E0,1.079011853E1
1.208134907E0,6.367300987E0,8.432307243E0,-8.374879360E-1,1.059942043E1
1.210498397E0,6.647261143E0,8.283951759E0,-2.584248483E-1,1.062434567E1
1.212861834E0,7.013363361E0,8.169096947E0,1.459621787E-1,1.076766992E1
1.215225324E0,7.336394310E0,8.109275818E0,4.666004181E-1,1.094535297E1
1.217588762E0,7.664210796E0,8.114061356E0,6.101697683E-1,1.117812265E1
1.219952199E0,7.920242786E0,8.149953842E0,6.269195080E-1,1.138178464E1
1.222315689E0,8.145168304E0,8.219346046E0,4.809573591E-1,1.158156881E1
1.224679126E0,8.300702095E0,8.286344528E0,-7.178467698E-3,1.172881974E1
1.227042564E0,8.384450912E0,8.377271652E0,-7.776673436E-1,1.187781394E1
1.229406053E0,8.441878319E0,8.420342445E0,-1.718046665E0,1.204654145E1
1.231769491E0,8.480163574E0,8.475378036E0,-2.718246460E0,1.229365979E1
1.234132928E0,8.508877754E0,8.508877754E0,-3.689732552E0,1.258634687E1
1.236496418E0,8.542376518E0,8.535198212E0,-4.670789719E0,1.294751257E1
1.238859855E0,8.642875671E0,8.590232849E0,-5.608776093E0,1.341453576E1
1.241223293E0,8.779266357E0,8.633303642E0,-6.506084919E0,1.392618363E1
1.243586782E0,8.963513374E0,8.628518105E0,-7.429714203E0,1.449125770E1
1.245950220E0,9.054440498E0,8.595019341E0,-8.350951195E0,1.501984141E1
1.248313657E0,9.140582085E0,8.525627136E0,-9.114261627E0,1.546952888E1
1.250677147E0,9.276973724E0,8.444271088E0,-9.729216576E0,1.587531451E1
1.253040584E0,9.403793335E0,8.341380119E0,-1.016710377E1,1.616724931E1
1.255404022E0,9.477970123E0,8.200202942E0,-1.042792130E1,1.630388875E1
1.257767512E0,9.418149948E0,8.035098076E0,-1.050688457E1,1.623757904E1
1.260130949E0,9.183652878E0,7.877171993E0,-1.043509960E1,1.597750364E1
1.262494439E0,8.812766075E0,7.750352383E0,-1.022453117E1,1.556514843E1
1.264857876E0,8.398807526E0,7.635497093E0,-9.903892517E0,1.506412529E1
1.267221314E0,7.977670670E0,7.532605648E0,-9.480362892E0,1.450036750E1
1.269584803E0,7.515855789E0,7.467999458E0,-8.999405861E0,1.390138159E1
1.271948241E0,7.063612461E0,7.391428947E0,-8.489734650E0,1.328922260E1
1.274311678E0,6.613761902E0,7.341179848E0,-7.953742504E0,1.268450976E1
1.276675168E0,6.139982700E0,7.324429989E0,-7.458428383E0,1.212331704E1
1.279038605E0,5.699703693E0,7.307680130E0,-6.984649181E0,1.160491858E1
1.281402043E0,5.285745144E0,7.267002583E0,-6.575476646E0,1.113486962E1
1.283765532E0,4.857429981E0,7.219145775E0,-6.204588890E0,1.068679629E1
1.286128970E0,4.390829563E0,7.226324558E0,-5.840879917E0,1.027691729E1
1.288492407E0,3.869194269E0,7.259823799E0,-5.508277893E0,9.900345006E0
1.290855897E0,3.335594654E0,7.348358154E0,-5.235496044E0,9.619510283E0
1.293219334E0,2.849851847E0,7.396214962E0,-4.948357105E0,9.344083120E0
1.295582772E0,2.411965132E0,7.448856831E0,-4.658825874E0,9.110856294E0
1.297946262E0,2.050648928E0,7.456035137E0,-4.371686935E0,8.883088858E0
1.300309699E0,1.808973908E0,7.424928665E0,-4.051048756E0,8.649447861E0
1.302673137E0,1.615155339E0,7.422535896E0,-3.725624800E0,8.460676453E0
1.305036626E0,1.450050473E0,7.412964344E0,-3.457628727E0,8.307218738E0
1.307400064E0,1.272981644E0,7.446464062E0,-3.196810961E0,8.203042704E0
1.309763501E0,1.076770186E0,7.539783955E0,-2.935993433E0,8.162587430E0
1.312126991E0,8.422735929E-1,7.616354465E0,-2.706282377E0,8.126637955E0
1.314490428E0,6.556333899E-1,7.630711555E0,-2.555534601E0,8.073931575E0
1.316853918E0,4.761717021E-1,7.594819069E0,-2.474178553E0,8.001848267E0
1.319217355E0,3.206382394E-1,7.566105366E0,-2.419143677E0,7.949906629E0
1.321580793E0,1.746760458E-1,7.587640762E0,-2.388036966E0,7.956476897E0
1.323944282E0,5.264209956E-2,7.578069210E0,-2.366501570E0,7.939158257E0
1.326307720E0,-7.896314561E-2,7.609176159E0,-2.335394859E0,7.959891089E0
1.328671157E0,-1.914258152E-1,7.616354465E0,-2.344966173E0,7.971471981E0
1.331034647E0,-2.823530734E-1,7.625925541E0,-2.404786825E0,8.001091381E0
1.333398084E0,-3.852444589E-1,7.633104324E0,-2.490928411E0,8.038496083E0
1.335761522E0,-4.498506486E-1,7.633104324E0,-2.658426046E0,8.095299641E0
1.338125012E0,-4.833501875E-1,7.625925541E0,-2.878565550E0,8.165445939E0
1.340488449E0,-4.187439680E-1,7.618747234E0,-3.125026464E0,8.245389399E0
1.342851887E0,-3.302095234E-1,7.611568928E0,-3.371487141E0,8.331383163E0
1.345215376E0,-2.273181528E-1,7.575676441E0,-3.661018610E0,8.416983091E0
1.347578814E0,-5.024927482E-2,7.530212879E0,-3.969692707E0,8.512643020E0
1.349942251E0,1.507478207E-1,7.467999458E0,-4.194618225E0,8.566712489E0
1.352305741E0,4.163511395E-1,7.353144169E0,-4.350151539E0,8.553706556E0
1.354669178E0,6.604190469E-1,7.200003147E0,-4.522434711E0,8.528107314E0
1.357032616E0,8.805587292E-1,7.075576782E0,-4.687539577E0,8.533006373E0
1.359396105E0,1.050449133E0,6.972685337E0,-4.761716843E0,8.508568122E0
1.361759543E0,1.167697430E0,6.881757736E0,-4.843072891E0,8.495731979E0
1.364123032E0,1.253839016E0,6.750152588E0,-4.955535889E0,8.467231435E0
1.366486470E0,1.390229940E0,6.630511761E0,-5.039284706E0,8.443388884E0
1.368849907E0,1.545763373E0,6.506084919E0,-5.111069202E0,8.416742468E0
1.371213397E0,1.720439434E0,6.386443615E0,-5.120640278E0,8.364659631E0
1.373576834E0,1.880758643E0,6.269195557E0,-5.151747227E0,8.329499714E0
1.375940272E0,2.079362869E0,6.135197163E0,-5.170889854E0,8.288696885E0
1.378303762E0,2.258824587E0,6.041877270E0,-5.185246468E0,8.276070951E0
1.380667199E0,2.423929453E0,5.936593056E0,-5.199603558E0,8.255570741E0
1.383030637E0,2.605783939E0,5.826523304E0,-5.206781864E0,8.237054154E0
1.385394126E0,2.785245657E0,5.747560024E0,-5.204389095E0,8.238792718E0
1.387757564E0,2.976671457E0,5.680561066E0,-5.230710506E0,8.275849164E0
1.390121001E0,3.148954630E0,5.599205017E0,-5.273781300E0,8.311424744E0
1.392484491E0,3.306880951E0,5.520241737E0,-5.321637630E0,8.350350743E0
1.394847928E0,3.462414265E0,5.477170944E0,-5.379065514E0,8.421523609E0
1.397211366E0,3.589233875E0,5.431707382E0,-5.441278458E0,8.484901658E0
1.399574855E0,3.682554007E0,5.414957523E0,-5.517848969E0,8.563271935E0
1.401938293E0,3.761517286E0,5.379065514E0,-5.601597786E0,8.629093571E0
1.404301730E0,3.840480328E0,5.379065514E0,-5.675775528E0,8.711949425E0
1.406665220E0,3.909872293E0,5.369493961E0,-5.766702652E0,8.796216586E0
1.409028657E0,3.952943087E0,5.367101192E0,-5.843272686E0,8.864274925E0
1.411392147E0,3.979264021E0,5.369493961E0,-5.907878876E0,8.920148001E0
1.413755584E0,4.000799656E0,5.359922886E0,-5.979663849E0,8.971708364E0
1.416119022E0,4.031906128E0,5.359922886E0,-6.049055576E0,9.031949609E0
1.418482512E0,4.051048756E0,5.347958565E0,-6.101697922E0,9.068758149E0
1.420845949E0,4.051048756E0,5.340780258E0,-6.159125328E0,9.103282627E0
1.423209387E0,4.051048756E0,5.367101192E0,-6.211767673E0,9.154388503E0
1.425572876E0,4.048655987E0,5.374279499E0,-6.266802311E0,9.194960937E0
1.427936314E0,4.034298897E0,5.393422127E0,-6.345765591E0,9.253826817E0
1.430299751E0,3.979264021E0,5.429314613E0,-6.317051888E0,9.231313226E0
1.432663241E0,3.933800459E0,5.429314613E0,-6.271588326E0,9.180689699E0
1.435026678E0,3.893122435E0,5.453242779E0,-6.202196121E0,9.130251684E0
1.437390116E0,3.838087559E0,5.501099110E0,-6.142375946E0,9.095151994E0
1.439753605E0,3.804588079E0,5.546562672E0,-6.111268997E0,9.087731107E0
1.442117043E0,3.778266907E0,5.565705299E0,-6.061019897E0,9.054741216E0
1.444480480E0,3.771088600E0,5.606383324E0,-5.994020939E0,9.032216241E0
1.446843970E0,3.771088600E0,5.642275810E0,-5.907878876E0,8.997745182E0
1.449207407E0,3.761517286E0,5.687739372E0,-5.807380676E0,8.956844410E0
1.451570897E0,3.747160196E0,5.749952793E0,-5.704489231E0,8.924369112E0
1.453934334E0,3.718446493E0,5.783452511E0,-5.639883041E0,8.892887494E0
1.456297772E0,3.663411379E0,5.838487148E0,-5.565705299E0,8.859209366E0
1.458661262E0,3.591626883E0,5.883950710E0,-5.424529076E0,8.771896905E0
1.461024699E0,3.548556089E0,5.922235966E0,-5.302495003E0,8.705261766E0
1.463388137E0,3.529413462E0,5.962913990E0,-5.228317261E0,8.680345847E0
1.465751626E0,3.507878065E0,6.010770321E0,-5.170889854E0,8.670217428E0
1.468115064E0,3.471985579E0,6.049055576E0,-5.115854740E0,8.649724096E0
1.470478501E0,3.469592810E0,6.106483459E0,-5.058426857E0,8.655339206E0
1.472841991E0,3.431307554E0,6.187839508E0,-5.012963295E0,8.671391486E0
1.475205428E0,3.404986620E0,6.221338749E0,-4.977071285E0,8.664307721E0
1.477568918E0,3.366701365E0,6.283552170E0,-4.924428940E0,8.664162183E0
1.479932355E0,3.342773199E0,6.338587284E0,-4.881358147E0,8.670610058E0
1.482295793E0,3.309273720E0,6.386443615E0,-4.838287354E0,8.668735728E0
1.484659230E0,3.290131092E0,6.434299946E0,-4.788038254E0,8.668938154E0
1.487022720E0,3.290131092E0,6.453442574E0,-4.742574692E0,8.658169458E0
1.489386157E0,3.261417150E0,6.472585201E0,-4.752145767E0,8.666838548E0
1.491749595E0,3.256631613E0,6.522834301E0,-4.716253281E0,8.683090567E0
